Month,Date,Day,Sales
May,5/23/25,Wednesday,5305.80
May,5/24/25,Thursday,11766.00
May,5/25/25,Friday,11566.20
May,5/26/25,Saturday,6275.20
May,5/27/25,Sunday,12876.00
May,5/28/25,Monday,6896.80
May,5/29/25,Tuesday,7955.00
May,5/30/25,Wednesday,7444.40
May,5/31/25,Thursday,6711.80
June,6/1/25,Friday,7237.20
June,6/2/25,Saturday,2168.20
June,6/3/25,Sunday,17885.80
June,6/4/25,Monday,3056.20
June,6/5/25,Tuesday,10693.00
June,6/6/25,Wednesday,11381.20
June,6/7/25,Thursday,5727.60
June,6/8/25,Friday,12402.40
June,6/9/25,Saturday,10212.00
June,6/10/25,Sunday,8487.80
June,6/11/25,Monday,4218.00
June,6/12/25,Tuesday,10508.00
June,6/13/25,Wednesday,7163.20
June,6/14/25,Thursday,6859.80
June,6/15/25,Friday,7940.20
June,6/16/25,Saturday,6475.00
June,6/17/25,Sunday,12395.00
June,6/18/25,Monday,3907.20
June,6/19/25,Tuesday,11854.80
June,6/20/25,Wednesday,10471.00
June,6/21/25,Thursday,8140.00
June,6/22/25,Friday,6512.00
June,6/23/25,Saturday,12831.60
June,6/24/25,Sunday,8739.40
June,6/25/25,Monday,7821.80
June,6/26/25,Tuesday,14052.60
June,6/27/25,Wednesday,9427.60
June,6/28/25,Thursday,17293.80
June,6/29/25,Friday,4699.00
June,6/30/25,Saturday,13112.80
July,7/1/25,Sunday,14814.80
July,7/2/25,Monday,3196.80
July,7/3/25,Tuesday,5372.40
July,7/4/25,Wednesday,10123.20
July,7/5/25,Thursday,13808.40
July,7/6/25,Friday,5764.60
July,7/7/25,Saturday,4602.80
July,7/8/25,Sunday,14400.40
July,7/9/25,Monday,4543.60
July,7/10/25,Tuesday,9945.60
July,7/11/25,Wednesday,11373.80
July,7/12/25,Thursday,7777.40
July,7/13/25,Friday,9338.80
July,7/14/25,Saturday,13512.40
July,7/15/25,Sunday,15007.20
July,7/16/25,Monday,7992.00
July,7/17/25,Tuesday,10471.00
July,7/18/25,Wednesday,8643.20
July,7/19/25,Thursday,4980.20
July,7/20/25,Friday,5890.40
July,7/21/25,Saturday,7370.40
July,7/22/25,Sunday,12728.00
July,7/23/25,Monday,8872.60
July,7/24/25,Tuesday,5143.00
July,7/25/25,Wednesday,4010.80
July,7/26/25,Thursday,10071.40
July,7/27/25,Friday,5409.40
July,7/28/25,Saturday,9035.40
July,7/29/25,Sunday,13283.00
July,7/30/25,Monday,10071.40
July,7/31/25,Tuesday,18085.60
August,8/1/25,Wednesday,5461.20
August,8/2/25,Thursday,12772.40
August,8/3/25,Friday,7074.40
August,8/4/25,Saturday,3855.40
August,8/5/25,Sunday,14644.60
August,8/6/25,Monday,3559.40
August,8/7/25,Tuesday,7215.00
August,8/8/25,Wednesday,11899.20
August,8/9/25,Thursday,7836.60
August,8/10/25,Friday,6179.00
August,8/11/25,Saturday,15451.20
August,8/12/25,Sunday,8458.20
August,8/13/25,Monday,3500.20
August,8/14/25,Tuesday,6660.00
August,8/15/25,Wednesday,4987.60
August,8/16/25,Thursday,5749.80
August,8/17/25,Friday,9361.00
August,8/18/25,Saturday,9427.60
August,8/19/25,Sunday,11085.20
August,8/20/25,Monday,1398.60
August,8/21/25,Tuesday,4055.20
August,8/22/25,Wednesday,5416.80
August,8/23/25,Thursday,15503.00
August,8/24/25,Friday,5601.80
August,8/25/25,Saturday,17656.40
August,8/26/25,Sunday,17064.40
August,8/27/25,Monday,6771.00
August,8/28/25,Tuesday,11166.60
August,8/29/25,Wednesday,4440.00
August,8/30/25,Thursday,7725.60
August,8/31/25,Friday,8443.40
September,9/1/25,Saturday,9975.20
September,9/2/25,Sunday,7348.20
September,9/3/25,Monday,1028.60
September,9/4/25,Tuesday,5742.40
September,9/5/25,Wednesday,7696.00
September,9/6/25,Thursday,16650.00
September,9/7/25,Friday,9405.40
September,9/8/25,Saturday,7081.80
September,9/9/25,Sunday,15332.80
September,9/10/25,Monday,4099.60
September,9/11/25,Tuesday,7126.20
September,9/12/25,Wednesday,7718.20
September,9/13/25,Thursday,9864.20
September,9/14/25,Friday,8717.20
September,9/15/25,Saturday,11921.40
September,9/16/25,Sunday,9094.60
September,9/17/25,Monday,3907.20
September,9/18/25,Tuesday,6164.20
September,9/19/25,Wednesday,5379.80
September,9/20/25,Thursday,5846.00
September,9/21/25,Friday,3581.60
September,9/22/25,Saturday,6682.20
September,9/23/25,Sunday,6253.00
September,9/24/25,Monday,5712.80
September,9/25/25,Tuesday,1591.00
September,9/26/25,Wednesday,3759.20
September,9/27/25,Thursday,9945.60
September,9/28/25,Friday,11655.00
September,9/29/25,Saturday,8325.00
September,9/30/25,Sunday,14444.80
October,10/1/25,Monday,6031.00
October,10/2/25,Tuesday,10426.60
October,10/3/25,Wednesday,3737.00
October,10/4/25,Thursday,4750.80
October,10/5/25,Friday,2294.00
October,10/6/25,Saturday,14393.00
October,10/7/25,Sunday,7807.00
October,10/8/25,Monday,4025.60
October,10/9/25,Tuesday,11107.40
October,10/10/25,Wednesday,11521.80
October,10/11/25,Thursday,2989.60
October,10/12/25,Friday,5461.20
October,10/13/25,Saturday,5668.40
October,10/14/25,Sunday,8813.40
October,10/15/25,Monday,3566.80
October,10/16/25,Tuesday,5320.60
October,10/17/25,Wednesday,6904.20
October,10/18/25,Thursday,7481.40
October,10/19/25,Friday,3174.60
October,10/20/25,Saturday,13453.20
October,10/21/25,Sunday,15036.80
October,10/22/25,Monday,2715.80
October,10/23/25,Tuesday,9168.60
October,10/24/25,Wednesday,6889.40
October,10/25/25,Thursday,4780.40
October,10/26/25,Friday,0.00
October,10/27/25,Saturday,16879.40
October,10/28/25,Sunday,12284.00
October,10/29/25,Monday,1346.80
October,10/30/25,Tuesday,6275.20
October,10/31/25,Wednesday,10619.00
November,11/1/25,Thursday,8547.00
November,11/2/25,Friday,9990.00
November,11/3/25,Saturday,15540.00
November,11/4/25,Sunday,17945.00
November,11/5/25,Monday,8480.40
November,11/6/25,Tuesday,17293.80
November,11/7/25,Wednesday,13986.00
November,11/8/25,Thursday,9042.80
November,11/9/25,Friday,15939.60
November,11/10/25,Saturday,25441.20
November,11/11/25,Sunday,21119.60
November,11/12/25,Monday,15806.40
November,11/13/25,Tuesday,11662.40
November,11/14/25,Wednesday,13986.00
November,11/15/25,Thursday,22584.80
November,11/16/25,Friday,11640.20
November,11/17/25,Saturday,22977.00
November,11/18/25,Sunday,29119.00
November,11/19/25,Monday,17619.40
November,11/20/25,Tuesday,46886.40
November,11/21/25,Wednesday,29674.00
November,11/22/25,Thursday,28364.20
November,11/23/25,Friday,0.00
November,11/24/25,Saturday,11788.20
November,11/25/25,Sunday,8917.00
November,11/26/25,Monday,8635.80
November,11/27/25,Tuesday,13408.80
November,11/28/25,Wednesday,15022.00
November,11/29/25,Thursday,12883.40
November,11/30/25,Friday,18714.60
December,12/1/25,Saturday,22666.20
December,12/2/25,Sunday,15318.00
December,12/3/25,Monday,7644.20
December,12/4/25,Tuesday,4121.80
December,12/5/25,Wednesday,10626.40
December,12/6/25,Thursday,8036.40
December,12/7/25,Friday,3448.40
December,12/8/25,Saturday,9131.60
December,12/9/25,Sunday,22666.20
December,12/10/25,Monday,8991.00
December,12/11/25,Tuesday,8014.20
December,12/12/25,Wednesday,12358.00
December,12/13/25,Thursday,11203.60
December,12/14/25,Friday,8695.00
December,12/15/25,Saturday,11440.40
December,12/16/25,Sunday,20105.80
December,12/17/25,Monday,8162.20
December,12/18/25,Tuesday,9057.60
December,12/19/25,Wednesday,9176.00
December,12/20/25,Thursday,11211.00
December,12/21/25,Friday,13379.20
December,12/22/25,Saturday,10278.60
December,12/23/25,Sunday,23613.40
December,12/24/25,Monday,3966.40
December,12/25/25,Tuesday,10989.00
December,12/26/25,Wednesday,2419.80
December,12/27/25,Thursday,11462.60
December,12/28/25,Friday,1598.40
December,12/29/25,Saturday,9316.60
December,12/30/25,Sunday,9753.20
December,12/31/25,Monday,20128.00
